CSD Code,Census subdivision (CSD) name,2011 Income Score,2011 Education Score,2011 Housing Score,2011 Labour Force Activity Score,2011 CWB Score,2011 Global Non-Response,Province,Type of Collectivity,2011 NHS Population
2445055,Hatley,93,74,99,85,88,23%,Quebec,Non-Aboriginal,1925
2445060,Sainte-Catherine-de-Hatley,87,64,95,87,83,35%,Quebec,Non-Aboriginal,2560
2445072,Magog,84,57,96,84,81,21%,Quebec,Non-Aboriginal,24700
2445093,Eastman,91,69,97,83,85,40%,Quebec,Non-Aboriginal,1720
2445095,Bolton-Est,93,62,96,81,83,48%,Quebec,Non-Aboriginal,830
2445100,Saint-Étienne-de-Bolton,91,66,97,93,87,48%,Quebec,Non-Aboriginal,585
2445105,Stukely-Sud,79,50,87,79,74,37%,Quebec,Non-Aboriginal,1020
2445115,Orford,97,75,98,88,89,34%,Quebec,Non-Aboriginal,3565
2446005,Abercorn,96,65,91,77,82,50%,Quebec,Non-Aboriginal,390
2446010,Frelighsburg,88,66,90,88,83,36%,Quebec,Non-Aboriginal,1065
2446017,Saint-Armand,85,62,91,89,82,38%,Quebec,Non-Aboriginal,1230
2446025,Saint-Pierre-de-Véronne-à-Pike-River,75,45,93,89,75,44%,Quebec,Non-Aboriginal,525
2446030,Stanbridge Station,,,,,81,30%,Quebec,Non-Aboriginal,265
2446035,Bedford,78,50,92,76,74,44%,Quebec,Non-Aboriginal,2600
2446040,Bedford,87,59,97,91,84,41%,Quebec,Non-Aboriginal,650
2446045,Stanbridge East,85,59,95,86,81,38%,Quebec,Non-Aboriginal,780
2446050,Dunham,86,60,92,88,82,40%,Quebec,Non-Aboriginal,3505
2446058,Sutton,90,63,97,84,84,30%,Quebec,Non-Aboriginal,3900
2446065,Bolton-Ouest,100,70,95,87,88,43%,Quebec,Non-Aboriginal,670
2446070,Brome,,,,,80,29%,Quebec,Non-Aboriginal,180
2446075,Lac-Brome,91,65,94,84,83,35%,Quebec,Non-Aboriginal,5430
2446078,Bromont,96,71,98,90,89,25%,Quebec,Non-Aboriginal,7640
2446080,Cowansville,82,53,95,86,79,21%,Quebec,Non-Aboriginal,11965
2446085,East Farnham,87,54,90,93,81,36%,Quebec,Non-Aboriginal,555
2446090,Brigham,82,57,92,87,80,27%,Quebec,Non-Aboriginal,2395
2446095,Saint-Ignace-de-Stanbridge,78,49,95,89,78,38%,Quebec,Non-Aboriginal,695
2446100,Notre-Dame-de-Stanbridge,80,56,94,91,80,32%,Quebec,Non-Aboriginal,640
2446105,Sainte-Sabine,84,48,99,91,81,40%,Quebec,Non-Aboriginal,1095
2446112,Farnham,79,46,94,86,76,23%,Quebec,Non-Aboriginal,8170
2447010,Saint-Alphonse-de-Granby,84,56,95,92,82,23%,Quebec,Non-Aboriginal,3130
2447017,Granby,84,54,96,87,80,21%,Quebec,Non-Aboriginal,61480
2447025,Waterloo,77,50,93,85,76,39%,Quebec,Non-Aboriginal,4180
2447035,Shefford,87,64,97,88,84,33%,Quebec,Non-Aboriginal,6690
2447040,Saint-Joachim-de-Shefford,76,52,92,84,76,47%,Quebec,Non-Aboriginal,1170
2447047,Roxton Pond,83,50,95,90,80,26%,Quebec,Non-Aboriginal,3775
2447055,Sainte-Cécile-de-Milton,80,49,96,90,79,32%,Quebec,Non-Aboriginal,2145
2448010,Roxton Falls,76,39,96,86,74,44%,Quebec,Non-Aboriginal,1250
2448015,Roxton,76,45,93,85,75,35%,Quebec,Non-Aboriginal,1080
2448020,Sainte-Christine,73,39,92,77,70,42%,Quebec,Non-Aboriginal,670
2448028,Acton Vale,79,46,98,85,77,23%,Quebec,Non-Aboriginal,7380
2448038,Upton,83,45,94,88,78,32%,Quebec,Non-Aboriginal,2040
2448045,Saint-Théodore-d'Acton,90,50,95,87,80,41%,Quebec,Non-Aboriginal,1350
2449005,Saint-Félix-de-Kingsey,75,44,93,85,74,47%,Quebec,Non-Aboriginal,1610
2449020,Lefebvre,70,49,99,84,75,49%,Quebec,Non-Aboriginal,865
2449025,L'Avenir,76,48,91,85,75,28%,Quebec,Non-Aboriginal,1195
2449040,Wickham,80,48,96,83,77,31%,Quebec,Non-Aboriginal,2465
2449048,Saint-Germain-de-Grantham,80,55,96,89,80,37%,Quebec,Non-Aboriginal,4540
2449058,Drummondville,82,55,97,85,79,20%,Quebec,Non-Aboriginal,69330
2449070,Saint-Cyrille-de-Wendover,78,55,96,89,80,30%,Quebec,Non-Aboriginal,4330
2449075,Notre-Dame-du-Bon-Conseil,80,50,99,85,78,40%,Quebec,Non-Aboriginal,1280
2449080,Notre-Dame-du-Bon-Conseil,80,44,90,85,75,46%,Quebec,Non-Aboriginal,975
2449095,Saint-Majorique-de-Grantham,77,62,95,86,80,33%,Quebec,Non-Aboriginal,1250
2449100,Saint-Edmond-de-Grantham,75,45,91,86,74,30%,Quebec,Non-Aboriginal,670
2449105,Saint-Eugène,79,49,90,81,75,48%,Quebec,Non-Aboriginal,1130
2449113,Saint-Guillaume,73,49,90,84,74,28%,Quebec,Non-Aboriginal,1525
2449125,Saint-Bonaventure,78,58,97,85,80,42%,Quebec,Non-Aboriginal,1010
2450005,Sainte-Eulalie,76,50,96,83,76,32%,Quebec,Non-Aboriginal,870
2450013,Aston-Jonction,,,,,73,39%,Quebec,Non-Aboriginal,325
2450023,Saint-Wenceslas,80,49,91,89,77,50%,Quebec,Non-Aboriginal,1145
2450030,Saint-Célestin,,,,,78,37%,Quebec,Non-Aboriginal,725
2450042,Saint-Léonard-d'Aston,82,56,96,83,79,45%,Quebec,Non-Aboriginal,2235
2450050,Sainte-Perpétue,71,42,91,92,74,47%,Quebec,Non-Aboriginal,955
2450057,Sainte-Monique,74,42,92,88,74,37%,Quebec,Non-Aboriginal,550
2450065,Grand-Saint-Esprit,80,48,93,89,78,39%,Quebec,Non-Aboriginal,475
2450072,Nicolet,85,59,96,86,82,14%,Quebec,Non-Aboriginal,7245
2450085,La Visitation-de-Yamaska,,,,,82,43%,Quebec,Non-Aboriginal,330
2450090,Saint-Zéphirin-de-Courval,84,50,96,90,80,45%,Quebec,Non-Aboriginal,735
2450100,Baie-du-Febvre,79,50,96,91,79,33%,Quebec,Non-Aboriginal,1050
2450113,Pierreville,75,43,92,77,72,48%,Quebec,Non-Aboriginal,2095
2450128,Saint-François-du-Lac,77,42,93,76,72,47%,Quebec,Non-Aboriginal,1935
2450802,Odanak,69,47,88,81,71,5%,Quebec,First Nation,460
2451008,Maskinongé,80,50,96,84,78,23%,Quebec,Non-Aboriginal,2175
2451015,Louiseville,77,48,93,81,75,20%,Quebec,Non-Aboriginal,7025
2451020,Yamachiche,79,51,94,84,77,26%,Quebec,Non-Aboriginal,2745
2451025,Saint-Barnabé,79,52,95,83,77,34%,Quebec,Non-Aboriginal,1175
2451030,Saint-Sévère,79,59,98,89,81,32%,Quebec,Non-Aboriginal,315
2451035,Saint-Léon-le-Grand,76,58,95,89,80,38%,Quebec,Non-Aboriginal,965
2451040,Sainte-Ursule,80,45,96,73,73,40%,Quebec,Non-Aboriginal,1345
2451045,Saint-Justin,76,43,91,86,74,41%,Quebec,Non-Aboriginal,1085
2451050,Saint-Édouard-de-Maskinongé,71,41,95,73,70,27%,Quebec,Non-Aboriginal,775
2451055,Sainte-Angèle-de-Prémont,71,34,97,76,69,32%,Quebec,Non-Aboriginal,605
2451060,Saint-Paulin,80,52,95,83,78,40%,Quebec,Non-Aboriginal,1510
2451065,Saint-Alexis-des-Monts,75,42,97,76,72,37%,Quebec,Non-Aboriginal,3020
2451070,Saint-Mathieu-du-Parc,83,61,96,78,79,29%,Quebec,Non-Aboriginal,1370
2451075,Saint-Élie-de-Caxton,83,53,95,77,77,35%,Quebec,Non-Aboriginal,1670
2451080,Charette,83,45,94,81,76,32%,Quebec,Non-Aboriginal,985
2451085,Saint-Boniface,86,61,97,87,83,23%,Quebec,Non-Aboriginal,4445
2451090,Saint-Étienne-des-Grès,82,59,94,89,81,37%,Quebec,Non-Aboriginal,4190
2452007,Lavaltrie,82,53,98,88,80,26%,Quebec,Non-Aboriginal,13190
2452017,Lanoraie,89,57,99,87,83,47%,Quebec,Non-Aboriginal,4290
2452035,Berthierville,81,47,96,82,76,23%,Quebec,Non-Aboriginal,3860
2452040,Sainte-Geneviève-de-Berthier,82,51,96,86,79,39%,Quebec,Non-Aboriginal,2345
2452045,Saint-Ignace-de-Loyola,85,53,99,86,81,36%,Quebec,Non-Aboriginal,2135
2452050,La Visitation-de-l'Île-Dupas,84,59,93,87,81,42%,Quebec,Non-Aboriginal,575
2452055,Saint-Barthélemy,77,45,98,80,75,41%,Quebec,Non-Aboriginal,1925
2452062,Saint-Cuthbert,83,52,93,90,79,48%,Quebec,Non-Aboriginal,1880
2452075,Saint-Cléophas-de-Brandon,72,58,96,89,79,45%,Quebec,Non-Aboriginal,265
2452085,Saint-Gabriel-de-Brandon,79,53,95,80,77,49%,Quebec,Non-Aboriginal,2650
2452090,Saint-Didace,73,50,95,82,75,49%,Quebec,Non-Aboriginal,590
2452095,Mandeville,76,43,94,79,73,47%,Quebec,Non-Aboriginal,2035
2453005,Saint-David,76,42,96,84,74,40%,Quebec,Non-Aboriginal,830
2453010,Massueville,76,41,97,81,74,39%,Quebec,Non-Aboriginal,520
2453015,Saint-Aimé,,,,,81,33%,Quebec,Non-Aboriginal,505
2453020,Saint-Robert,83,41,96,83,76,43%,Quebec,Non-Aboriginal,1775
2453025,Sainte-Victoire-de-Sorel,82,52,96,87,79,24%,Quebec,Non-Aboriginal,2500
2453032,Saint-Ours,86,59,92,88,81,40%,Quebec,Non-Aboriginal,1750
2453040,Saint-Roch-de-Richelieu,83,58,92,84,79,36%,Quebec,Non-Aboriginal,2050
2453050,Saint-Joseph-de-Sorel,71,44,94,72,70,34%,Quebec,Non-Aboriginal,1625
2453052,Sorel-Tracy,85,53,96,82,79,21%,Quebec,Non-Aboriginal,33500
2453065,Sainte-Anne-de-Sorel,88,59,96,82,81,31%,Quebec,Non-Aboriginal,2745
2453072,Yamaska,82,50,93,85,78,32%,Quebec,Non-Aboriginal,1595
2453085,Saint-Gérard-Majella,63,55,74,82,69,36%,Quebec,Non-Aboriginal,275
2454008,Saint-Pie,80,52,97,89,80,31%,Quebec,Non-Aboriginal,5405
2454017,Saint-Damase,85,50,98,94,82,28%,Quebec,Non-Aboriginal,2475
2454025,Sainte-Madeleine,85,57,98,93,83,22%,Quebec,Non-Aboriginal,2345
2454030,Sainte-Marie-Madeleine,86,53,98,91,82,29%,Quebec,Non-Aboriginal,2935
2454035,La Présentation,86,57,95,89,82,21%,Quebec,Non-Aboriginal,2465
2454048,Saint-Hyacinthe,85,54,97,87,81,21%,Quebec,Non-Aboriginal,50995
2454060,Saint-Dominique,81,47,92,91,77,35%,Quebec,Non-Aboriginal,2325
2454065,Saint-Valérien-de-Milton,84,51,96,92,81,35%,Quebec,Non-Aboriginal,1800
2454072,Saint-Liboire,79,48,92,93,78,28%,Quebec,Non-Aboriginal,3025
2454090,Saint-Simon,79,55,96,90,80,38%,Quebec,Non-Aboriginal,1250
2454095,Sainte-Hélène-de-Bagot,82,50,95,89,79,43%,Quebec,Non-Aboriginal,1610
2454100,Saint-Hugues,77,47,96,94,78,43%,Quebec,Non-Aboriginal,1290
2454105,Saint-Barnabé-Sud,82,40,91,86,75,30%,Quebec,Non-Aboriginal,855
2454110,Saint-Jude,75,49,95,92,78,33%,Quebec,Non-Aboriginal,1235
2454115,Saint-Bernard-de-Michaudville,82,46,98,92,80,25%,Quebec,Non-Aboriginal,520
2454120,Saint-Louis,80,48,98,84,78,22%,Quebec,Non-Aboriginal,755
2455008,Ange-Gardien,82,50,98,93,81,47%,Quebec,Non-Aboriginal,2360
2455015,Saint-Paul-d'Abbotsford,85,55,94,89,81,31%,Quebec,Non-Aboriginal,2825
2455023,Saint-Césaire,82,49,95,89,79,18%,Quebec,Non-Aboriginal,5590
2455030,Sainte-Angèle-de-Monnoir,80,53,94,88,79,22%,Quebec,Non-Aboriginal,1810
2455037,Rougemont,86,54,93,92,81,26%,Quebec,Non-Aboriginal,2570
2455048,Marieville,83,52,96,90,80,17%,Quebec,Non-Aboriginal,9800
2455057,Richelieu,88,58,98,90,83,29%,Quebec,Non-Aboriginal,5125
2455065,Saint-Mathias-sur-Richelieu,86,56,97,89,82,21%,Quebec,Non-Aboriginal,4605
2456005,Venise-en-Québec,88,52,89,81,78,29%,Quebec,Non-Aboriginal,1545
2456010,Saint-Georges-de-Clarenceville,82,53,91,82,77,50%,Quebec,Non-Aboriginal,1050
2456023,Lacolle,81,51,96,87,79,43%,Quebec,Non-Aboriginal,2700
2456030,Saint-Valentin,76,48,90,92,76,34%,Quebec,Non-Aboriginal,470
2456050,Saint-Sébastien,72,47,90,86,74,32%,Quebec,Non-Aboriginal,720
2456055,Saint-Alexandre,79,55,94,92,80,36%,Quebec,Non-Aboriginal,2660
2456060,Sainte-Anne-de-Sabrevois,86,48,92,89,79,43%,Quebec,Non-Aboriginal,2075
2456083,Saint-Jean-sur-Richelieu,86,58,97,88,82,23%,Quebec,Non-Aboriginal,90380
2456097,Mont-Saint-Grégoire,86,56,95,87,81,24%,Quebec,Non-Aboriginal,2910
2457005,Chambly,89,66,97,91,86,19%,Quebec,Non-Aboriginal,25280
2457010,Carignan,95,67,96,89,87,29%,Quebec,Non-Aboriginal,7960
2457020,Saint-Basile-le-Grand,92,68,97,91,87,18%,Quebec,Non-Aboriginal,16635
2457025,McMasterville,87,64,98,90,85,23%,Quebec,Non-Aboriginal,5355
2457030,Otterburn Park,91,70,98,90,87,21%,Quebec,Non-Aboriginal,8445
2457033,Saint-Jean-Baptiste,85,49,97,89,80,30%,Quebec,Non-Aboriginal,3150
2457035,Mont-Saint-Hilaire,97,72,97,90,89,15%,Quebec,Non-Aboriginal,17590
2457040,Beloeil,89,65,98,90,85,21%,Quebec,Non-Aboriginal,20310
2457045,Saint-Mathieu-de-Beloeil,100,68,95,89,88,29%,Quebec,Non-Aboriginal,2485
2457050,Saint-Marc-sur-Richelieu,93,64,95,92,86,41%,Quebec,Non-Aboriginal,2085
2457057,Saint-Charles-sur-Richelieu,90,50,99,90,82,31%,Quebec,Non-Aboriginal,1645
2457068,Saint-Denis-sur-Richelieu,86,52,94,90,80,43%,Quebec,Non-Aboriginal,2240
2457075,Saint-Antoine-sur-Richelieu,86,64,93,91,83,37%,Quebec,Non-Aboriginal,1615
2458007,Brossard,91,70,95,86,86,20%,Quebec,Non-Aboriginal,78785
2458012,Saint-Lambert,100,80,96,88,91,19%,Quebec,Non-Aboriginal,20750
2458033,Boucherville,100,75,97,89,90,17%,Quebec,Non-Aboriginal,40085
2458037,Saint-Bruno-de-Montarville,100,75,96,89,90,12%,Quebec,Non-Aboriginal,25685
2458227,Longueuil,86,60,94,86,81,23%,Quebec,Non-Aboriginal,227970
2459010,Sainte-Julie,94,70,98,91,88,21%,Quebec,Non-Aboriginal,29450
2459015,Saint-Amable,83,51,96,91,80,22%,Quebec,Non-Aboriginal,10870
2459020,Varennes,94,66,98,92,87,21%,Quebec,Non-Aboriginal,20815
2459025,Verchères,88,60,96,89,83,24%,Quebec,Non-Aboriginal,5640
2459030,Calixa-Lavallée,86,64,90,91,83,40%,Quebec,Non-Aboriginal,505
2459035,Contrecoeur,85,56,96,85,80,35%,Quebec,Non-Aboriginal,6115
2460005,Charlemagne,85,53,94,83,79,20%,Quebec,Non-Aboriginal,5855
2460013,Repentigny,89,62,98,89,84,21%,Quebec,Non-Aboriginal,81370
2460020,Saint-Sulpice,89,56,96,87,82,27%,Quebec,Non-Aboriginal,3245
2460028,L'Assomption,85,55,97,89,82,22%,Quebec,Non-Aboriginal,19740
2460035,L'Épiphanie,78,50,98,86,78,34%,Quebec,Non-Aboriginal,5185
2460040,L'Épiphanie,82,50,97,86,79,46%,Quebec,Non-Aboriginal,3270
2461005,Saint-Paul,83,53,97,86,80,33%,Quebec,Non-Aboriginal,5150
2461013,Crabtree,82,57,95,86,80,20%,Quebec,Non-Aboriginal,3790
2461020,Saint-Pierre,76,51,90,87,76,23%,Quebec,Non-Aboriginal,305
2461025,Joliette,81,53,96,81,77,27%,Quebec,Non-Aboriginal,18720
2461027,Saint-Thomas,85,56,98,85,81,45%,Quebec,Non-Aboriginal,3155
2461030,Notre-Dame-des-Prairies,87,56,98,86,82,20%,Quebec,Non-Aboriginal,8850
2461035,Saint-Charles-Borromée,87,57,99,86,82,19%,Quebec,Non-Aboriginal,12565
2461040,Saint-Ambroise-de-Kildare,84,56,96,87,81,24%,Quebec,Non-Aboriginal,3720
2461045,Notre-Dame-de-Lourdes,79,47,96,85,77,44%,Quebec,Non-Aboriginal,2555
2461050,Sainte-Mélanie,82,61,98,86,82,50%,Quebec,Non-Aboriginal,2865
2462007,Saint-Félix-de-Valois,81,52,95,85,78,22%,Quebec,Non-Aboriginal,5935
2462015,Saint-Jean-de-Matha,81,49,96,78,76,37%,Quebec,Non-Aboriginal,4170
2462020,Sainte-Béatrix,85,59,95,81,80,35%,Quebec,Non-Aboriginal,1810
2462025,Saint-Alphonse-Rodriguez,85,55,96,77,78,24%,Quebec,Non-Aboriginal,3105
2462030,Sainte-Marcelline-de-Kildare,83,62,96,83,81,25%,Quebec,Non-Aboriginal,1570
2462037,Rawdon,80,53,96,83,78,30%,Quebec,Non-Aboriginal,10050
2462047,Chertsey,80,46,89,77,73,44%,Quebec,Non-Aboriginal,4790
2462053,Entrelacs,86,62,97,76,80,38%,Quebec,Non-Aboriginal,875
2462055,Notre-Dame-de-la-Merci,82,49,91,81,76,45%,Quebec,Non-Aboriginal,975
2462060,Saint-Donat,89,58,98,76,80,30%,Quebec,Non-Aboriginal,4035
2462065,Saint-Côme,78,44,94,83,75,37%,Quebec,Non-Aboriginal,2155
2462070,Sainte-Émélie-de-l'Énergie,77,46,93,76,73,41%,Quebec,Non-Aboriginal,1645
2462802,Manawan,50,32,51,67,50,10%,Quebec,First Nation,2070
2462912,Saint-Guillaume-Nord,,,,,71,45%,Quebec,Non-Aboriginal,115
2463005,Sainte-Marie-Salomé,79,52,96,84,78,44%,Quebec,Non-Aboriginal,1145
2463013,Saint-Jacques,81,51,95,87,79,33%,Quebec,Non-Aboriginal,3905
2463020,Saint-Alexis,82,47,92,90,77,30%,Quebec,Non-Aboriginal,575
2463025,Saint-Alexis,78,56,94,92,80,40%,Quebec,Non-Aboriginal,785
2463035,Saint-Roch-de-l'Achigan,83,51,97,84,79,35%,Quebec,Non-Aboriginal,4810
2463048,Saint-Lin--Laurentides,77,46,95,84,76,29%,Quebec,Non-Aboriginal,17250
2463055,Saint-Calixte,74,42,95,77,72,32%,Quebec,Non-Aboriginal,5925
2463060,Sainte-Julienne,79,49,94,85,77,36%,Quebec,Non-Aboriginal,9155
2463065,Saint-Liguori,85,58,95,87,81,37%,Quebec,Non-Aboriginal,1945
2464008,Terrebonne,86,58,97,90,83,15%,Quebec,Non-Aboriginal,105605
2464015,Mascouche,86,58,97,90,83,13%,Quebec,Non-Aboriginal,41875
2465005,Laval,87,62,96,88,83,18%,Quebec,Non-Aboriginal,392720
2466007,Montréal-Est,80,50,91,83,76,28%,Quebec,Non-Aboriginal,3600
2466023,Montréal,84,65,92,83,81,21%,Quebec,Non-Aboriginal,1612640
2466032,Westmount,100,87,94,85,91,22%,Quebec,Non-Aboriginal,19350
2466047,Montréal-Ouest,100,82,95,87,91,18%,Quebec,Non-Aboriginal,5075
2466058,Côte-Saint-Luc,94,73,92,84,86,24%,Quebec,Non-Aboriginal,31225
2466062,Hampstead,100,84,93,86,91,29%,Quebec,Non-Aboriginal,7150
2466072,Mont-Royal,100,83,95,88,92,21%,Quebec,Non-Aboriginal,19115
2466087,Dorval,92,71,94,88,86,18%,Quebec,Non-Aboriginal,17820
2466097,Pointe-Claire,93,75,95,88,88,16%,Quebec,Non-Aboriginal,29665
2466102,Kirkland,99,78,97,88,90,19%,Quebec,Non-Aboriginal,21065
2466107,Beaconsfield,100,82,97,87,92,18%,Quebec,Non-Aboriginal,19280
2466112,Baie-D'Urfé,100,85,98,87,93,24%,Quebec,Non-Aboriginal,3830
2466117,Sainte-Anne-de-Bellevue,92,74,95,85,87,29%,Quebec,Non-Aboriginal,4655
2466127,Senneville,100,80,99,88,92,27%,Quebec,Non-Aboriginal,915
2466142,Dollard-Des Ormeaux,90,71,94,86,86,19%,Quebec,Non-Aboriginal,49110
2467010,Saint-Philippe,87,60,96,92,84,34%,Quebec,Non-Aboriginal,5465
2467015,La Prairie,93,68,97,90,87,18%,Quebec,Non-Aboriginal,22965
2467020,Candiac,100,76,98,92,91,27%,Quebec,Non-Aboriginal,19875
2467025,Delson,87,60,99,89,84,28%,Quebec,Non-Aboriginal,7460
2467030,Sainte-Catherine,87,59,97,92,84,23%,Quebec,Non-Aboriginal,16550
2467035,Saint-Constant,87,60,98,89,84,24%,Quebec,Non-Aboriginal,24840
2467045,Mercier,87,59,98,91,84,26%,Quebec,Non-Aboriginal,11555
2467050,Châteauguay,83,59,95,86,81,25%,Quebec,Non-Aboriginal,45150
2467055,Léry,93,63,93,92,85,33%,Quebec,Non-Aboriginal,2305
2468005,Saint-Bernard-de-Lacolle,77,49,86,86,74,39%,Quebec,Non-Aboriginal,1460
2468010,Hemmingford,78,49,92,87,77,41%,Quebec,Non-Aboriginal,810
2468015,Hemmingford,86,55,96,86,81,43%,Quebec,Non-Aboriginal,1735
2468025,Saint-Patrice-de-Sherrington,77,43,96,87,76,47%,Quebec,Non-Aboriginal,1960
2468030,Napierville,82,51,94,91,80,46%,Quebec,Non-Aboriginal,3435
2468035,Saint-Cyprien-de-Napierville,85,58,96,91,83,48%,Quebec,Non-Aboriginal,1880
2468040,Saint-Jacques-le-Mineur,82,48,95,93,79,41%,Quebec,Non-Aboriginal,1675
2468045,Saint-Édouard,80,48,96,92,79,49%,Quebec,Non-Aboriginal,1310
2468055,Saint-Rémi,84,47,95,89,79,34%,Quebec,Non-Aboriginal,6940
2469010,Franklin,80,51,92,90,78,50%,Quebec,Non-Aboriginal,1670
2469017,Saint-Chrysostome,79,44,95,86,76,47%,Quebec,Non-Aboriginal,2505
2469025,Howick,73,47,95,94,77,50%,Quebec,Non-Aboriginal,630
2469030,Très-Saint-Sacrement,86,55,97,87,81,41%,Quebec,Non-Aboriginal,1155
2469055,Huntingdon,71,39,95,78,71,48%,Quebec,Non-Aboriginal,2290
2469060,Godmanchester,85,57,94,80,79,49%,Quebec,Non-Aboriginal,1405
2469065,Sainte-Barbe,84,50,97,83,78,38%,Quebec,Non-Aboriginal,1405
2469070,Saint-Anicet,78,53,94,74,75,48%,Quebec,Non-Aboriginal,2630
2469075,Dundee,53,45,79,56,58,32%,Quebec,Non-Aboriginal,290
2470005,Saint-Urbain-Premier,,,,,86,44%,Quebec,Non-Aboriginal,970
2470012,Sainte-Martine,85,57,95,89,82,38%,Quebec,Non-Aboriginal,5110
2470022,Beauharnois,83,53,96,85,79,33%,Quebec,Non-Aboriginal,11875
2470030,Saint-Étienne-de-Beauharnois,88,51,89,90,80,39%,Quebec,Non-Aboriginal,810
2470035,Saint-Louis-de-Gonzague,84,56,96,88,81,50%,Quebec,Non-Aboriginal,1305
2470052,Salaberry-de-Valleyfield,83,50,95,84,78,33%,Quebec,Non-Aboriginal,38725
2471005,Rivière-Beaudette,86,51,97,88,81,46%,Quebec,Non-Aboriginal,1865
2471015,Saint-Télesphore,82,53,87,85,77,37%,Quebec,Non-Aboriginal,760
2471020,Saint-Polycarpe,82,58,94,89,81,44%,Quebec,Non-Aboriginal,1925
2471025,Saint-Zotique,91,57,98,89,84,31%,Quebec,Non-Aboriginal,6725
2471033,Les Coteaux,86,57,98,91,83,23%,Quebec,Non-Aboriginal,4525
2471040,Coteau-du-Lac,88,61,98,91,84,18%,Quebec,Non-Aboriginal,6665
2471045,Saint-Clet,83,51,95,87,79,25%,Quebec,Non-Aboriginal,1835
2471050,Les Cèdres,88,59,96,94,84,22%,Quebec,Non-Aboriginal,6055
2471055,Pointe-des-Cascades,86,57,96,88,82,24%,Quebec,Non-Aboriginal,1320
2471060,L'Île-Perrot,88,62,96,88,83,16%,Quebec,Non-Aboriginal,10380
2471065,Notre-Dame-de-l'Île-Perrot,93,70,97,91,88,20%,Quebec,Non-Aboriginal,10590
2471070,Pincourt,88,67,97,90,85,16%,Quebec,Non-Aboriginal,14260
2471075,Terrasse-Vaudreuil,90,65,94,89,84,22%,Quebec,Non-Aboriginal,1965
2471083,Vaudreuil-Dorion,89,65,97,90,85,15%,Quebec,Non-Aboriginal,32585
2471090,Vaudreuil-sur-le-Lac,95,74,98,89,89,19%,Quebec,Non-Aboriginal,1405
2471095,L'Île-Cadieux,,,,,92,0%,Quebec,Non-Aboriginal,105
2471100,Hudson,100,75,95,87,89,20%,Quebec,Non-Aboriginal,5130
2471105,Saint-Lazare,94,71,98,90,88,17%,Quebec,Non-Aboriginal,19295
2471110,Sainte-Marthe,84,49,94,88,79,49%,Quebec,Non-Aboriginal,1060
2471115,Sainte-Justine-de-Newton,79,46,94,88,77,49%,Quebec,Non-Aboriginal,970
2471125,Très-Saint-Rédempteur,85,57,95,91,82,34%,Quebec,Non-Aboriginal,765
2471133,Rigaud,88,57,95,89,83,39%,Quebec,Non-Aboriginal,7160
2472005,Saint-Eustache,87,57,98,88,82,14%,Quebec,Non-Aboriginal,43545
2472010,Deux-Montagnes,87,63,95,88,83,13%,Quebec,Non-Aboriginal,17445
2472015,Sainte-Marthe-sur-le-Lac,88,60,97,90,84,13%,Quebec,Non-Aboriginal,15600
2472020,Pointe-Calumet,78,46,95,87,77,10%,Quebec,Non-Aboriginal,6385
2472025,Saint-Joseph-du-Lac,88,58,98,91,84,8%,Quebec,Non-Aboriginal,6160
2472032,Oka,87,60,96,87,82,23%,Quebec,Non-Aboriginal,3805
2472043,Saint-Placide,83,55,96,85,80,29%,Quebec,Non-Aboriginal,1640
2473005,Boisbriand,87,60,95,89,83,14%,Quebec,Non-Aboriginal,26760
2473010,Sainte-Thérèse,87,58,96,87,82,18%,Quebec,Non-Aboriginal,24805
2473015,Blainville,92,66,98,91,87,14%,Quebec,Non-Aboriginal,53070
2473020,Rosemère,97,73,97,89,89,14%,Quebec,Non-Aboriginal,14120
2473025,Lorraine,100,77,98,90,91,18%,Quebec,Non-Aboriginal,9480
2473030,Bois-des-Filion,86,59,97,90,83,15%,Quebec,Non-Aboriginal,9375
2473035,Sainte-Anne-des-Plaines,81,54,96,88,80,16%,Quebec,Non-Aboriginal,13485
2474005,Mirabel,85,58,97,91,83,13%,Quebec,Non-Aboriginal,41600
2475005,Saint-Colomban,85,60,96,88,82,15%,Quebec,Non-Aboriginal,13065
2475017,Saint-Jérôme,82,52,96,85,79,17%,Quebec,Non-Aboriginal,66505
2475028,Sainte-Sophie,80,50,95,87,78,21%,Quebec,Non-Aboriginal,13195
2475040,Prévost,89,66,97,88,85,17%,Quebec,Non-Aboriginal,12060
2475045,Saint-Hippolyte,87,59,96,85,82,29%,Quebec,Non-Aboriginal,8065
2476008,Saint-André-d'Argenteuil,82,55,96,84,79,29%,Quebec,Non-Aboriginal,3125
2476020,Lachute,80,45,95,82,76,28%,Quebec,Non-Aboriginal,12175
2476025,Gore,91,58,95,86,82,43%,Quebec,Non-Aboriginal,1775
2476043,Brownsburg-Chatham,79,49,93,85,76,23%,Quebec,Non-Aboriginal,7095
2477011,Estérel,,,,,87,43%,Quebec,Non-Aboriginal,200
2477012,Sainte-Marguerite-du-Lac-Masson,88,53,96,83,80,47%,Quebec,Non-Aboriginal,2725
2477022,Sainte-Adèle,89,65,97,85,84,26%,Quebec,Non-Aboriginal,11865
2477030,Piedmont,96,70,96,88,88,32%,Quebec,Non-Aboriginal,2720
